aptDong,aptNm,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landLeaseholdGbn,rgstDate,sggCd,slerGbn,umdNm
 ,롯데우성,1993, , , ,"117,000",31,8,2022,중개거래,서울 노원구,115.26,2,361-1,N, ,11350, ,중계동
 ,한신1,1988, , , ,"50,500",30,8,2022,중개거래,서울 노원구,44.52,6,284,N, ,11350, ,하계동
 ,보람아파트,1988, , , ,"54,000",27,8,2022,중개거래,서울 노원구,54.59,2,639,N, ,11350, ,상계동
 ,장미(시영6),1989, , , ,"65,500",30,8,2022,중개거래,"서울 노원구, 서울 도봉구",49.5,14,273,N, ,11350, ,하계동
 ,상계주공14(고층),1989, , , ,"76,000",27,8,2022,중개거래,서울 노원구,90.94,1,626,N, ,11350, ,상계동
 ,상계주공7(고층),1988, , , ,"58,500",13,9,2022,중개거래,서울 노원구,45.9,6,691,N, ,11350, ,상계동
 ,보람아파트,1988, , , ,"40,000",29,9,2022,중개거래,서울 노원구,44.33,10,639,N, ,11350, ,상계동
 ,보람아파트,1988, ,22.11.07,O,"40,000",29,9,2022,중개거래,서울 노원구,44.33,10,639,N, ,11350, ,상계동
 ,주공8,1993, , , ,"50,000",30,9,2022,중개거래,서울 노원구,49.72,3,362-1,N, ,11350, ,중계동
 ,보람2단지,1988, , , ,"68,000",28,9,2022,중개거래,서울 노원구,68.99,10,639,N, ,11350, ,상계동
 ,한신동성,1993, , , ,"103,000",29,9,2022,중개거래,서울 노원구,112.24,7,256-5,N, ,11350, ,하계동
 ,중계그린1단지,1990, , , ,"50,000",20,9,2022,직거래, ,49.5,2,502-1,N, ,11350, ,중계동
 ,학여울청구,1999, , , ,"62,000",20,9,2022,중개거래,서울 노원구,59.4,18,354,N, ,11350, ,하계동
 ,보람아파트,1988, , , ,"63,000",19,9,2022,중개거래,서울 노원구,68.99,14,639,N, ,11350, ,상계동
 ,장미(시영6),1989, , , ,"50,000",24,9,2022,중개거래,서울 노원구,43.56,9,273,N, ,11350, ,하계동
 ,수락파크빌,2001, , , ,"71,000",27,10,2022,직거래, ,84.83,11,1269,N, ,11350, ,상계동
 ,삼호3,1986, , , ,"71,500",31,10,2022,중개거래,서울 노원구,59.22,2,13,N, ,11350, ,월계동
 ,주공2,1992, , , ,"43,000",27,10,2022,중개거래,서울 노원구,44.52,10,369,N, ,11350, ,중계동
 ,청암2단지,2001, , , ,"41,000",29,10,2022,중개거래,서울 노원구,49.77,12,1276,N, ,11350, ,상계동
 ,화랑대디오베이션,2021, , , ,"58,000",21,10,2022,중개거래,서울 노원구,59.9883,10,760,N, ,11350, ,공릉동
 ,미도,1988, , , ,"79,000",27,10,2022,중개거래,서울 노원구,87.57,12,766-1,N, ,11350, ,상계동
 ,노원센트럴푸르지오,2021, , , ,"70,000",20,10,2022,중개거래,서울 노원구,59.996,6,1355,N, ,11350, ,상계동
 ,상계주공11(고층),1988, , , ,"52,000",20,10,2022,중개거래,서울 노원구,49.94,15,652,N, ,11350, ,상계동
 ,청구3,1996, , , ,"100,000",15,10,2022,중개거래,서울 노원구,84.77,7,360-2,N, ,11350, ,중계동
 ,상계주공9(고층),1988, , , ,"50,000",25,10,2022,중개거래,서울 노원구,49.94,2,670,N, ,11350, ,상계동
 ,동부아파트,1996, , , ,"47,500",24,11,2022,중개거래,서울 노원구,59.34,13,705,N, ,11350, ,공릉동
 ,벽산,1989, , , ,"38,000",8,11,2022,중개거래,서울 노원구,43.35,11,173-1,N, ,11350, ,상계동
 ,주공4,1991, , , ,"44,500",30,11,2022,중개거래,경기 성남수정구,59.39,12,358-2,N, ,11350, ,중계동
 ,상계주공3(고층),1987, , , ,"69,000",29,11,2022,중개거래,서울 노원구,68.86,15,730-2,N, ,11350, ,상계동
 ,한진한화그랑빌,2002, , , ,"75,000",26,11,2022,중개거래,서울 노원구 서울 동대문구,84.97,22,18,N, ,11350, ,월계동
 ,현대1(4차),1993, , , ,"72,100",30,11,2022,직거래, ,84.99,4,577,N, ,11350, ,중계동
 ,상계주공10(고층),1988, , , ,"55,000",6,11,2022,중개거래,서울 노원구,59.2,11,666,N, ,11350, ,상계동
 ,두산,1994, , , ,"40,000",30,11,2022,중개거래,서울 노원구,51.66,3,1110,N, ,11350, ,상계동
 ,상계주공4(고층),1988, , , ,"45,000",21,11,2022,직거래, ,41.3,10,749-5,N, ,11350, ,상계동
 ,건영3,1995, , , ,"100,000",24,11,2022,중개거래,서울 노원구,84.9,10,360-15,N, ,11350, ,중계동
 ,대동아파트2,1999, , , ,"61,000",27,12,2022,중개거래,서울 노원구,84.81,14,380-1,N, ,11350, ,공릉동
 ,건영3,1995, , , ,"95,000",30,12,2022,중개거래,서울 노원구,84.9,7,360-15,N, ,11350, ,중계동
 ,삼익포레스트아파트,1995, , , ,"67,000",24,12,2022,중개거래,서울 노원구,114.88,7,737,N, ,11350, ,공릉동
 ,상계주공3(고층),1987, , , ,"60,000",28,12,2022,중개거래,서울 노원구,59.39,12,730-2,N, ,11350, ,상계동
 ,상계주공14(고층),1989, , , ,"39,000",26,12,2022,중개거래,서울 노원구,45.55,9,626,N, ,11350, ,상계동
 ,상계주공6(고층),1988, , , ,"57,000",19,12,2022,중개거래,서울 노원구,59.28,3,720,N, ,11350, ,상계동
 ,67디벨리움,2016, , , ,"22,500",18,12,2022,중개거래,서울 노원구,28.67,17,670-7,N, ,11350, ,공릉동
 ,양지마을(대림)1,1998, , , ,"79,100",29,12,2022,중개거래,서울 노원구,84.9,4,587,N, ,11350, ,중계동
 ,상계주공12(고층),1988, , , ,"39,000",31,12,2022,중개거래,서울 노원구,41.3,12,647,N, ,11350, ,상계동
 ,노원센트럴푸르지오,2021, , , ,"70,000",23,12,2022,중개거래,서울 노원구,59.994,14,1355,N, ,11350, ,상계동
901,청솔아파트9,2000, , , ,"70,000",29,1,2023,중개거래,서울 노원구,84.9,7,90,N,23.04.20,11350, ,공릉동
605,상계주공6(고층),1988, , , ,"63,000",30,1,2023,중개거래,서울 노원구,58.01,14,720,N,23.04.20,11350, ,상계동
626,상계주공6(고층),1988, , , ,"53,000",30,1,2023,직거래, ,58.01,8,720,N,23.02.24,11350, ,상계동
104,불암현대,1999, , , ,"67,000",31,1,2023,중개거래,서울 노원구,84.9,20,1293,N,24.01.18,11350, ,상계동
102,노원센트럴푸르지오,2021, , , ,"86,000",28,1,2023,중개거래,서울 노원구,84.994,2,1355,N,23.04.28,11350, ,상계동
802,주공8,1993, , , ,"48,000",26,1,2023,중개거래,서울 노원구,49.72,4,362-1,N,23.07.06,11350, ,중계동
414,상계주공4(고층),1988, , , ,"83,000",27,1,2023,중개거래,서울 노원구,73.94,9,749-5,N,23.06.15,11350, ,상계동
218,상계주공2(고층),1987, , , ,"61,000",28,1,2023,중개거래,서울 노원구,58.01,4,740,N,23.03.30,11350, ,상계동
10,한신3차,1990, , , ,"59,900",28,1,2023,중개거래,서울 노원구,84.59,4,458,N,23.05.17,11350, ,상계동
105,청구3,1996, , , ,"104,500",26,1,2023,중개거래,서울 노원구,84.77,10,360-2,N,23.04.06,11350, ,중계동
6,경남,1989, , , ,"98,500",20,2,2023,중개거래,서울 노원구,114.57,10,505,N,23.05.19,11350, ,중계동
101,중계3벽산,1999, , , ,"68,000",27,2,2023,중개거래,인천 연수구,59.88,6,592,N,23.03.24,11350, ,중계동
104,중계그린1단지,1990, , , ,"39,000",28,2,2023,중개거래,서울 노원구,39.91,4,502-1,N,23.04.13,11350, ,중계동
222,상계주공2(고층),1987, , , ,"48,000",23,2,2023,직거래, ,59.28,7,740,N,23.03.31,11350, ,상계동
21,미륭,1986, , , ,"65,000",27,2,2023,중개거래,서울 노원구,51.48,10,13,N,23.04.10,11350, ,월계동
101,노원센트럴푸르지오,2021, , , ,"72,500",25,2,2023,중개거래,서울 노원구,59.996,20,1355,N,23.07.21,11350, ,상계동
204,상계불암대림,2000, , , ,"45,000",25,2,2023,중개거래,서울 노원구,59.22,4,1289,N,23.05.25,11350, ,상계동
502,비선아파트,1999, , , ,"40,000",25,2,2023,중개거래,서울 노원구,49.28,6,109,N,23.05.02,11350, ,공릉동
204,중계무지개,1991, , , ,"39,500",22,2,2023,중개거래,서울 노원구,39.82,5,512,N,23.04.21,11350, ,중계동
205,중계무지개,1991, , , ,"40,950",25,2,2023,중개거래,서울 노원구,39.96,9,512,N,23.05.19,11350, ,중계동
101,노원IPARK,2009, , , ,"75,000",29,3,2023,직거래, ,139.28,3,1318,N,23.05.04,11350, ,상계동
506,수락파크빌,2001, , , ,"75,500",31,3,2023,중개거래,서울 노원구,84.83,9,1269,N,23.05.15,11350, ,상계동
701,청솔(시영7),1989, , , ,"41,200",27,3,2023,중개거래,서울 노원구,39.92,15,274,N,23.05.31,11350, ,하계동
107,벽산,1989, , , ,"36,500",29,3,2023,중개거래,서울 노원구,43.35,4,173-1,N,23.05.22,11350, ,상계동
 ,보람2단지,1988, , , ,"62,000",25,3,2023,중개거래,서울 노원구,68.99,11,639,N,23.08.08,11350, ,상계동
111,두산,1994, , , ,"40,800",22,3,2023,중개거래,서울 노원구,51.66,10,1110,N,23.07.03,11350, ,상계동
1107,상계주공11(고층),1988, , , ,"63,900",21,3,2023,중개거래,서울 노원구,58.01,9,652,N,23.05.30,11350, ,상계동
202,삼익2차아파트,2004, , , ,"44,000",21,3,2023,중개거래,서울 노원구,54.74,16,754,N,23.07.31,11350, ,공릉동
105,꿈의숲SKVIEW,2016, , , ,"77,500",27,3,2023,중개거래,서울 노원구,84.93,6,949,N,23.04.25,11350, ,월계동
116,상계주공1(고층),1988, , , ,"48,000",27,3,2023,중개거래,서울 노원구,49.94,5,765,N,23.05.26,11350, ,상계동
801,주공8,1993, , , ,"52,000",27,4,2023,중개거래,서울 노원구,49.72,4,362-1,N,23.06.30,11350, ,중계동
1212,상계주공12(고층),1988, , , ,"42,000",24,4,2023,중개거래,서울 노원구,41.3,1,647,N,23.07.03,11350, ,상계동
 ,임성아파트,1997, , , ,"54,700",16,4,2023,중개거래,서울 노원구 서울 중랑구,84.84,4,389-13,N,23.09.22,11350, ,공릉동
701,청솔(시영7),1989, , , ,"35,000",18,4,2023,중개거래,서울 노원구,39.78,9,274,N,23.05.24,11350, ,하계동
615,장미(시영6),1989, , , ,"54,700",28,4,2023,중개거래,서울 노원구,54.29,9,273,N,23.07.04,11350, ,하계동
1027,상계주공10(고층),1988, , , ,"65,000",28,4,2023,중개거래,서울 노원구,68.86,6,666,N,23.05.30,11350, ,상계동
105,벽산,1989, , , ,"60,250",28,4,2023,중개거래,서울 노원구,75.03,9,173-1,N,23.08.25,11350, ,상계동
701,주공7,1993, , , ,"40,400",29,4,2023,중개거래,서울 노원구,44.1,2,363-1,N,23.06.30,11350, ,중계동
204,상계주공2(고층),1987, , , ,"47,000",28,4,2023,중개거래,서울 노원구,41.3,2,740,N,23.06.15,11350, ,상계동
412,상계주공4(고층),1988, , , ,"84,500",27,4,2023,중개거래,서울 노원구,83.7,25,749-5,N,23.06.08,11350, ,상계동
703,상계주공7(고층),1988, , , ,"50,500",17,5,2023,중개거래,서울 노원구,41.3,11,691,N,23.09.12,11350, ,상계동
105,롯데우성,1993, , , ,"101,000",20,5,2023,중개거래,서울 노원구,101.88,13,361-1,N,23.07.10,11350, ,중계동
406,상계주공4(고층),1988, , , ,"59,900",31,5,2023,중개거래,서울 노원구,58.01,13,749-5,N,23.08.31,11350, ,상계동
625,상계주공6(고층),1988, , , ,"65,000",30,5,2023,중개거래,서울 광진구 서울 노원구,58.01,11,720,N,23.08.31,11350, ,상계동
306,건영3,1995, , , ,"102,700",13,5,2023,중개거래,서울 노원구 서울 도봉구,84.9,7,360-15,N,23.08.14,11350, ,중계동
106,동양엔파트,2003, , , ,"89,000",30,5,2023,중개거래,서울 노원구,84.88,19,1305,N,23.08.28,11350, ,상계동
6,건영,1988, , , ,"49,700",30,5,2023,중개거래,서울 노원구,53.14,4,271-3,N,23.08.11,11350, ,하계동
1105,상계주공11(고층),1988, , , ,"61,500",25,5,2023,중개거래,서울 노원구,58.01,6,652,N,23.08.30,11350, ,상계동
306,공릉해링턴플레이스,2000, , , ,"105,000",21,5,2023,중개거래,서울 노원구,134.914,5,106,N,23.09.20,11350, ,공릉동
209,하계2현대,1997, , , ,"69,000",30,5,2023,중개거래,서울 노원구 서울 중랑구,75.35,6,288,N,23.07.05,11350, ,하계동
516,주공5,1992, , , ,"97,500",23,6,2023,중개거래,서울 노원구,84.79,10,359-1,N,23.12.15,11350, ,중계동
404,주공4,1991, , , ,"42,500",22,6,2023,중개거래,서울 노원구,45.77,15,358-2,N,23.09.08,11350, ,중계동
103,양지마을(대림)1,1998, , , ,"87,800",29,6,2023,중개거래,서울 노원구,84.9,17,587,N,24.01.15,11350, ,중계동
107,보람아파트,1988, , , ,"40,000",24,6,2023,중개거래,경기 남양주시 서울 노원구,44.33,14,639,N,23.08.01,11350, ,상계동
13,미성,1986, , , ,"68,000",26,6,2023,중개거래,서울 노원구,50.14,9,13,N,23.08.25,11350, ,월계동
1015,태강아파트(아이파크),1999, , , ,"57,000",29,6,2023,중개거래,서울 노원구,59.38,15,81,N,23.10.16,11350, ,공릉동
28,삼호3,1986, , , ,"74,000",24,6,2023,중개거래,서울 노원구,59.22,12,13,N,23.09.22,11350, ,월계동
404,수락리버시티4단지,2009, , , ,"56,500",21,6,2023,중개거래,서울 노원구,59.9,12,1313,N,23.09.05,11350, ,상계동
6,한양,1988, , , ,"80,800",26,6,2023,중개거래,서울 노원구,87.49,10,757,N,23.09.11,11350, ,상계동
202,중계무지개,1991, , , ,"50,800",27,6,2023,중개거래,서울 노원구,49.89,7,512,N,23.10.13,11350, ,중계동
 ,서진프라자아파트,1997, , , ,"49,842",22,7,2023,중개거래,서울 노원구,93.03,5,492-3,N,23.10.31,11350, ,공릉동
1002,주공10,1995, , , ,"68,000",7,7,2023,중개거래,서울 노원구,58.14,5,360-16,N,23.10.16,11350, ,중계동
713,상계주공7(고층),1988, , , ,"51,000",22,7,2023,중개거래,서울 노원구,45.9,15,691,N,23.09.21,11350, ,상계동
203,상계주공2(고층),1987, , , ,"39,000",28,7,2023,중개거래,서울 노원구,32.39,4,740,N,23.09.06,11350, ,상계동
312,건영3,1995, , , ,"105,000",21,7,2023,중개거래,서울 노원구,84.9,12,360-15,N,23.09.25,11350, ,중계동
110,보람아파트,1988, , , ,"46,300",31,7,2023,중개거래,서울 노원구,54.59,1,639,N,23.10.10,11350, ,상계동
101,보람아파트,1988, , , ,"35,000",12,7,2023,직거래, ,44.33,13,639,N,23.09.15,11350, ,상계동
1208,상계주공12(고층),1988, , , ,"47,000",31,7,2023,중개거래,서울 노원구,49.94,10,647,N,23.12.11,11350, ,상계동
102,우림루미아트1,2004, , , ,"69,000",29,7,2023,중개거래,서울 노원구,84.726,4,1306,N,23.10.20,11350, ,상계동
39,삼호4,1987, , , ,"55,000",27,7,2023,중개거래,서울 노원구,50.18,10,12,N,23.10.23,11350, ,월계동
101,청구(366),1993, , , ,"119,500",21,8,2023,중개거래,서울 노원구,115.47,1,366,N,23.12.28,11350, ,중계동
518,주공5,1992, , , ,"95,000",14,8,2023,중개거래,서울 노원구,76.51,6,359-1,N,23.11.24,11350, ,중계동
102,양우,2002, , , ,"69,800",31,8,2023,중개거래,서울 노원구,79.4198,7,1299,N,23.11.03,11350, ,상계동
32,삼호3,1986, , , ,"75,000",26,8,2023,중개거래,서울 노원구,59.22,4,13,N,23.10.16,11350, ,월계동
101,노원센트럴푸르지오,2021, , , ,"78,500",31,8,2023,중개거래,서울 노원구,59.996,17,1355,N,23.11.30,11350, ,상계동
 ,보람2단지,1988, , , ,"61,500",31,8,2023,중개거래,서울 노원구,68.99,10,639,N,23.11.30,11350, ,상계동
107,효성아파트,1995, , , ,"64,000",26,8,2023,중개거래,서울 노원구,73.18,1,742,N,23.11.06,11350, ,공릉동
105,동아불암,1999, , , ,"65,000",24,8,2023,중개거래,서울 노원구,114.24,6,1285,N,24.01.03,11350, ,상계동
503,주공5,1992, , , ,"48,000",28,8,2023,중개거래,서울 노원구,44.52,4,359-1,N,23.11.30,11350, ,중계동
101,우림루미아트1,2004, , , ,"67,000",28,8,2023,중개거래,서울 노원구,84.887,12,1306,N,23.12.05,11350, ,상계동
404,주공4,1991, , , ,"63,500",12,9,2023,중개거래,서울 노원구,59.39,7,358-2,N,23.12.08,11350, ,중계동
407,상계주공4(고층),1988, , , ,"37,000",16,9,2023,중개거래,서울 노원구,32.39,1,749-5,N,23.11.30,11350, ,상계동
5,미성,1986, , , ,"55,500",9,9,2023,중개거래,서울 노원구,33.28,1,13,N,23.11.09,11350, ,월계동
211,주공2,1992, , , ,"33,000",26,9,2023,직거래, ,44.52,3,556,N,23.10.23,11350, ,월계동
102,동아불암,1999, , , ,"67,000",26,9,2023,중개거래,서울 노원구,114.24,17,1285,N,24.03.25,11350, ,상계동
101,한화꿈에그린,2005, , , ,"60,000",24,9,2023,직거래, ,84.902,6,598,N,23.11.24,11350, ,중계동
917,상계주공9(고층),1988, , , ,"40,000",19,9,2023,중개거래,서울 노원구,41.3,12,670,N,23.11.06,11350, ,상계동
5,청구,1988, , , ,"68,500",20,9,2023,직거래, ,70.69,12,284,N,23.10.19,11350, ,하계동
106,청구3,1996, , , ,"124,000",28,9,2023,중개거래,서울 노원구,84.77,10,360-2,N,23.11.30,11350, ,중계동
101,한진한화그랑빌,2002, , , ,"70,000",26,9,2023,중개거래,서울 노원구,59.94,22,18,N,23.11.22,11350, ,월계동
102,신안,1999, , , ,"63,500",20,10,2023,중개거래,서울 노원구,59.97,10,590,N,24.01.10,11350, ,중계동
104,현대,2000, , , ,"57,400",20,10,2023,중개거래,서울 노원구,59.95,1,929,N,24.02.05,11350, ,월계동
정진아트리움,정진아트리움,2008, , , ,"50,500",5,10,2023,중개거래,서울 노원구,84.95,5,137-39,N,23.12.28,11350, ,중계동
3,한신1,1988, , , ,"40,000",14,10,2023,중개거래,서울 노원구,35.28,7,284,N,23.12.01,11350, ,하계동
102,노원센트럴푸르지오,2021, , , ,"101,000",30,10,2023,중개거래,서울 강남구,84.999,8,1355,N,24.03.29,11350, ,상계동
704,상계주공7(고층),1988, , , ,"48,100",27,10,2023,직거래, ,45.9,10,691,N,24.01.31,11350, ,상계동
102,공릉우성아파트,1995, , , ,"80,800",12,10,2023,중개거래,서울 노원구,109.4,11,738,N,23.12.01,11350, ,공릉동
102,노원센트럴푸르지오,2021, , , ,"77,500",28,10,2023,중개거래,서울 노원구,59.996,13,1355,N,23.12.06,11350, ,상계동
102,한일유앤아이,2005, , , ,"60,000",31,10,2023,중개거래,서울 노원구,59.877,20,1309,N,23.12.15,11350, ,상계동
8,롯데(505),1989, , , ,"85,000",30,10,2023,중개거래,서울 노원구,84.97,7,505,N,23.12.27,11350, ,중계동
517,상계주공5(저층),1987, , , ,"45,000",28,11,2023,중개거래,서울 노원구,31.98,3,721,N,24.02.28,11350, ,상계동
101동,삼익아파트,1997, , , ,"63,500",25,11,2023,중개거래,서울 노원구,84.77,9,690-2,N,24.02.28,11350, ,공릉동
113,롯데캐슬루나,2006, , , ,"80,500",27,11,2023,중개거래,서울 노원구,84.9852,7,947,N,24.02.21,11350, ,월계동
12,미성,1986, , , ,"60,000",23,11,2023,중개거래,서울 노원구,50.14,13,13,N,24.01.19,11350, ,월계동
1405,상계주공14(고층),1989, , , ,"45,000",24,11,2023,중개거래,서울 노원구,49.94,7,626,N,24.01.30,11350, ,상계동
 ,상계주공14(고층),1989, ,23.12.21,O,"38,000",21,11,2023,직거래, ,45.9,8,626,N, ,11350, ,상계동
203,양지마을(대림)2,1999, , , ,"98,000",30,11,2023,중개거래,서울 노원구,114.81,19,588,N,24.02.29,11350, ,중계동
107,롯데캐슬루나,2006, , , ,"63,250",20,11,2023,중개거래,서울 노원구,59.9927,8,947,N,24.02.29,11350, ,월계동
106,풍림아파트A,2001, , , ,"76,000",25,11,2023,중개거래,서울 노원구,84.99,14,725,N,24.02.22,11350, ,공릉동
 ,상계주공10(고층),1988, ,23.12.01,O,"39,000",10,11,2023,직거래, ,45.9,4,666,N, ,11350, ,상계동
201,중앙하이츠,1998, , , ,"61,000",26,12,2023,중개거래,서울 노원구,84.98,13,161-1,N,24.03.29,11350, ,중계동
107,라이프,1993, , , ,"129,000",28,12,2023,중개거래,서울 노원구,115.65,8,366,N,24.03.18,11350, ,중계동
107,삼익포레스트아파트,1995, , , ,"43,500",8,12,2023,중개거래,서울 노원구,51.03,4,737,N,24.03.04,11350, ,공릉동
711,상계주공7(고층),1988, , , ,"59,000",18,12,2023,중개거래,서울 노원구,49.94,3,691,N,24.02.28,11350, ,상계동
1,한신1,1988, , , ,"29,000",28,12,2023,중개거래,서울 노원구,27.0,12,284,N,24.02.27,11350, ,하계동
1203,상계주공12(고층),1988, , , ,"36,000",28,12,2023,중개거래,서울 노원구,41.3,4,647,N,24.03.08,11350, ,상계동
1202,상계주공12(고층),1988, , , ,"48,000",23,12,2023,중개거래,서울 노원구,49.94,11,647,N,24.03.22,11350, ,상계동
1607,상계주공16(고층),1988, , , ,"47,500",30,12,2023,중개거래,서울 노원구,59.39,11,624,N,24.02.16,11350, ,상계동
101,중앙하이츠,1998, , , ,"58,000",26,12,2023,중개거래,서울 노원구,84.98,2,161-1,N,24.03.08,11350, ,중계동
1607,상계주공16(고층),1988, , , ,"37,000",28,12,2023,중개거래,서울 노원구,45.77,11,624,N,24.01.29,11350, ,상계동
402,상계주공4(고층),1988,개인, , ,"40,000",27,1,2024,중개거래,"서울 노원구, 서울 도봉구",37.46,6,749-5,N,24.04.08,11350,개인,상계동
402,성원(사슴4),1995,개인, , ,"52,000",30,1,2024,중개거래,서울 노원구,59.94,13,322-1,N,24.04.03,11350,개인,월계동
1115,상계주공11(고층),1988,개인, , ,"42,000",23,1,2024,직거래, ,60.5,8,652,N,24.02.29,11350,개인,상계동
417,상계주공4(고층),1988,개인, , ,"43,000",27,1,2024,중개거래,서울 노원구,41.3,7,749-5,N,24.03.20,11350,개인,상계동
1602,상계주공16(고층),1988,개인, , ,"47,800",31,1,2024,중개거래,서울 노원구,59.39,2,624,N,24.04.01,11350,개인,상계동
1212,상계주공12(고층),1988,개인, , ,"48,000",28,1,2024,중개거래,서울 노원구,49.94,4,647,N,24.04.12,11350,개인,상계동
30,삼호3,1986,개인, , ,"69,500",27,1,2024,중개거래,서울 노원구,59.22,1,13,N,24.04.30,11350,개인,월계동
 ,상계주공16(고층),1988,개인,24.02.22,O,"47,800",31,1,2024,중개거래,서울 노원구,59.39,2,624,N, ,11350,개인,상계동
105,은빛1단지,1998,개인, , ,"33,500",27,1,2024,중개거래,서울 노원구,39.7,6,1255,N,24.04.15,11350,개인,상계동
108,벽산,1989,개인, , ,"34,700",26,1,2024,중개거래,"경기 양평군, 서울 광진구",46.8,9,173-1,N,24.07.22,11350,개인,상계동
201,중앙하이츠,1998,개인, , ,"65,000",21,2,2024,중개거래,서울 노원구,84.98,7,161-1,N,24.06.28,11350,개인,중계동
105,한진한화그랑빌,2002,개인, , ,"59,900",29,2,2024,직거래, ,59.94,23,18,N,24.05.09,11350,개인,월계동
705,화랑타운아파트,2000,개인, , ,"80,500",5,2,2024,중개거래,서울 노원구,84.65,5,111,N,24.04.22,11350,개인,공릉동
202,상계불암대림,2000,개인, , ,"65,000",15,2,2024,중개거래,서울 노원구,84.96,3,1289,N,24.05.02,11350,개인,상계동
 ,현대하이츠,2004,개인, , ,"50,000",3,2,2024,중개거래,서울 노원구,67.0,2,90-1,N,24.04.05,11350,개인,상계동
104,꿈의숲SKVIEW,2016,개인, , ,"73,300",29,2,2024,중개거래,서울 노원구,59.96,11,949,N,24.06.17,11350,개인,월계동
505,비선아파트,1999,개인, , ,"47,500",29,2,2024,중개거래,충북 청주시 흥덕구,59.87,9,109,N,24.03.28,11350,개인,공릉동
101동,대주파크빌아파트,2003,개인, , ,"61,000",29,2,2024,중개거래,서울 노원구,81.12,6,751,N,24.04.09,11350,개인,공릉동
101,상계1차중앙하이츠,1997,개인, , ,"52,400",27,2,2024,중개거래,서울 노원구,59.82,19,1279,N,24.04.12,11350,개인,상계동
27,삼호3,1986,개인, , ,"71,000",28,2,2024,중개거래,서울 노원구,59.22,7,13,N,24.04.30,11350,개인,월계동
101,극동의푸른별1차,2005,개인, , ,"65,300",8,3,2024,중개거래,서울 노원구,84.97,13,600,N,24.06.28,11350,개인,중계동
417,상계주공4(고층),1988,개인, , ,"42,500",30,3,2024,중개거래,서울 노원구,41.3,12,749-5,N,24.06.07,11350,개인,상계동
103,건영2,1991,개인, , ,"72,500",21,3,2024,중개거래,서울 노원구,84.96,1,515-2,N,24.05.24,11350,개인,중계동
627,상계주공6(고층),1988,개인, , ,"60,500",16,3,2024,중개거래,서울 노원구,59.28,4,720,N,24.07.15,11350,개인,상계동
102,벽산,1989,개인, , ,"54,000",28,3,2024,중개거래,서울 노원구,75.03,8,173-1,N,24.05.07,11350,개인,상계동
 ,우국리더스빌,2006,개인, , ,"40,500",4,3,2024,직거래, ,59.96,9,757,N,24.04.25,11350,개인,공릉동
207,보람아파트,1988,개인, , ,"54,000",28,3,2024,중개거래,서울 노원구,68.99,15,639,N,24.05.07,11350,개인,상계동
311,공릉해링턴플레이스,2000,개인, , ,"112,000",26,3,2024,직거래, ,134.914,12,106,N,24.05.24,11350,개인,공릉동
104,삼익포레스트아파트,1995,개인, , ,"76,000",31,3,2024,중개거래,서울 노원구,114.88,14,737,N,24.07.02,11350,개인,공릉동
311,건영3,1995,개인, , ,"103,800",30,3,2024,중개거래,서울 노원구,84.9,8,360-15,N,24.07.26,11350,개인,중계동
106,포레나노원,2020,개인, , ,"85,500",11,4,2024,중개거래,서울 노원구,59.9428,4,680,N,24.09.10,11350,개인,상계동
101,한진한화그랑빌,2002,개인, , ,"72,200",22,4,2024,중개거래,서울 노원구,59.94,13,18,N,24.08.20,11350,개인,월계동
102,태릉해링턴플레이스,2022,개인, , ,"91,500",15,4,2024,중개거래,서울 노원구,74.95,3,758,N,24.07.29,11350,개인,공릉동
114,태릉해링턴플레이스,2022,개인, , ,"102,000",25,4,2024,중개거래,서울 노원구,84.98,3,758,N,24.06.24,11350,개인,공릉동
101,금호타운(583),1997,개인, , ,"49,500",2,4,2024,중개거래,서울 노원구,59.52,5,583,N,24.07.29,11350,개인,중계동
102,풍림아이원,2005,개인, , ,"64,500",5,4,2024,중개거래,서울 노원구,59.149,12,944,N,24.07.25,11350,개인,월계동
310,공릉해링턴플레이스,2000,개인, , ,"78,000",27,4,2024,중개거래,서울 노원구,99.917,1,106,N,24.06.24,11350,개인,공릉동
105,건영2,1991,개인, , ,"67,000",27,4,2024,중개거래,서울 노원구,75.02,8,515-2,N,24.07.15,11350,개인,중계동
101,공릉동한보에센시티아파트,2000,개인, , ,"61,000",26,4,2024,중개거래,서울 노원구,84.93,1,743,N,24.06.14,11350,개인,공릉동
106,노원센트럴푸르지오,2021,개인, , ,"76,000",30,4,2024,직거래, ,59.994,13,1355,N,24.06.28,11350,개인,상계동
101,염광,1996,개인, , ,"77,500",18,5,2024,중개거래,서울 노원구,123.41,13,445,N,24.08.09,11350,개인,중계동
107,벽산,1989,개인, , ,"34,800",31,5,2024,중개거래,서울 노원구,43.35,5,173-1,N,24.08.19,11350,개인,상계동
115,학여울청구,1999,개인, , ,"78,000",29,5,2024,중개거래,서울 노원구,84.77,9,354,N,24.08.30,11350,개인,하계동
302,상계주공3(고층),1987,개인, , ,"48,000",24,5,2024,중개거래,서울 노원구,37.46,4,730-2,N,24.07.17,11350,개인,상계동
